user_id,order_date,order_amount,days,order_num,amount_acc,rfm
12,2017-02-06,9463,9,7,43226,ランクB
12,2017-03-05,3497,27,8,46723,ランクB
12,2017-03-23,6630,18,9,53353,ランクA
12,2017-04-23,5036,31,10,58389,ランクB
12,2017-08-30,7442,129,11,65831,ランクD
12,2017-10-11,9869,42,12,75700,ランクB
13,2016-09-18,1975,0,1,1975,ランクD
13,2016-11-25,2017,68,2,3992,ランクD
13,2017-01-16,6153,52,3,10145,ランクC
13,2017-02-19,8278,34,4,18423,ランクC
13,2017-04-09,4782,49,5,23205,ランクC
13,2017-07-03,8728,85,6,31933,ランクC
13,2017-07-08,4852,5,7,36785,ランクB
13,2017-07-21,3024,13,8,39809,ランクB
13,2017-09-03,91,44,9,39900,ランクB
13,2017-09-11,3774,8,10,43674,ランクB
13,2017-09-14,8432,3,11,52106,ランクA
14,2016-09-06,9840,0,1,9840,ランクD
14,2016-10-16,8221,40,2,18061,ランクD
14,2017-02-12,2428,119,3,20489,ランクC
14,2017-03-22,2694,38,4,23183,ランクC
14,2017-04-15,9132,24,5,32315,ランクB
14,2017-07-24,9963,100,6,42278,ランクC
14,2017-08-16,5360,23,7,47638,ランクB
14,2017-09-03,6886,18,8,54524,ランクA
14,2017-10-02,7987,29,9,62511,ランクA
14,2017-11-04,1105,33,10,63616,ランクB
15,2016-09-08,5506,0,1,5506,ランクD
15,2016-10-17,5798,39,2,11304,ランクD
15,2016-11-05,2498,19,3,13802,ランクC
15,2016-11-18,8320,13,4,22122,ランクC
15,2017-01-01,5174,44,5,27296,ランクC
15,2017-02-20,2968,50,6,30264,ランクB
15,2017-02-23,4276,3,7,34540,ランクB
15,2017-03-11,1315,16,8,35855,ランクB
15,2017-04-30,5475,50,9,41330,ランクB
15,2017-08-04,2258,96,10,43588,ランクC
15,2017-08-10,7723,6,11,51311,ランクA
15,2017-08-30,3849,20,12,55160,ランクA
15,2017-09-06,4947,7,13,60107,ランクA
15,2017-09-20,377,14,14,60484,ランクA
15,2017-10-08,2454,18,15,62938,ランクA
16,2016-07-11,223,0,1,223,ランクD
16,2016-10-01,6813,82,2,7036,ランクD
16,2016-11-17,5503,47,3,12539,ランクC
16,2016-12-06,1282,19,4,13821,ランクC
16,2017-01-22,5130,47,5,18951,ランクC
16,2017-02-10,2215,19,6,21166,ランクC
16,2017-03-12,129,30,7,21295,ランクC
16,2017-04-17,744,36,8,22039,ランクC
16,2017-05-06,1430,19,9,23469,ランクC
16,2017-05-21,773,15,10,24242,ランクC
16,2017-10-24,8110,156,11,32352,ランクD
16,2017-11-19,8059,26,12,40411,ランクB
17,2016-07-29,2841,0,1,2841,ランクD
17,2016-08-09,7745,11,2,10586,ランクD
17,2016-09-16,2133,38,3,12719,ランクC
17,2016-09-28,5407,12,4,18126,ランクC
17,2017-01-29,5313,123,5,23439,ランクD
17,2017-07-14,9855,166,6,33294,ランクD
17,2017-08-19,9590,36,7,42884,ランクB
18,2016-09-10,948,0,1,948,ランクD
18,2016-09-18,3713,8,2,4661,ランクD
18,2016-10-03,9676,15,3,14337,ランクC
18,2016-10-04,6737,1,4,21074,ランクC
18,2016-10-24,9617,20,5,30691,ランクB
18,2016-11-11,9613,18,6,40304,ランクB
18,2016-11-30,6885,19,7,47189,ランクB
18,2016-12-06,4381,6,8,51570,ランクA
18,2017-03-23,9428,107,9,60998,ランクC
18,2017-03-28,1931,5,10,62929,ランクA
18,2017-04-08,7902,11,11,70831,ランクA
18,2017-06-20,1080,73,12,71911,ランクC
18,2017-08-23,9783,64,13,81694,ランクC
18,2017-09-09,6535,17,14,88229,ランクA
19,2016-07-15,2394,0,1,2394,ランクD
19,2016-11-27,1262,135,2,3656,ランクD
19,2016-12-15,3289,18,3,6945,ランクD
19,2016-12-16,9170,1,4,16115,ランクC
19,2016-12-17,9041,1,5,25156,ランクC
19,2017-02-18,8996,63,6,34152,ランクC
19,2017-03-14,3970,24,7,38122,ランクB
19,2017-03-16,7842,2,8,45964,ランクB
19,2017-06-02,9285,78,9,55249,ランクC
19,2017-06-10,2330,8,10,57579,ランクA
19,2017-08-24,8183,75,11,65762,ランクC
19,2017-09-24,3022,31,12,68784,ランクB
19,2017-10-29,2560,35,13,71344,ランクB
20,2016-08-06,4670,0,1,4670,ランクD
20,2016-08-11,46,5,2,4716,ランクD
20,2017-02-01,2063,174,3,6779,ランクD
20,2017-03-03,8434,30,4,15213,ランクC
20,2017-04-03,7870,31,5,23083,ランクC
20,2017-09-06,1199,156,6,24282,ランクD
21,2016-07-25,8065,0,1,8065,ランクD
21,2016-12-16,7123,144,2,15188,ランクD
21,2017-03-14,1309,88,3,16497,ランクC
21,2017-07-01,5394,109,4,21891,ランクC
21,2017-07-15,6488,14,5,28379,ランクC
21,2017-07-28,6731,13,6,35110,ランクB
21,2017-08-13,6218,16,7,41328,ランクB
21,2017-09-01,7516,19,8,48844,ランクB
22,2016-08-03,5448,0,1,5448,ランクD
22,2016-11-15,7755,104,2,13203,ランクD
22,2016-12-12,9563,27,3,22766,ランクC
22,2016-12-20,4338,8,4,27104,ランクC
22,2017-01-19,6411,30,5,33515,ランクB
22,2017-02-08,3193,20,6,36708,ランクB
22,2017-03-10,3005,30,7,39713,ランクB
22,2017-08-17,7293,160,8,47006,ランクD
22,2017-09-12,1045,26,9,48051,ランクB
23,2016-07-20,423,0,1,423,ランクD
23,2016-09-11,917,53,2,1340,ランクD
23,2016-09-16,7554,5,3,8894,ランクD
23,2016-11-13,445,58,4,9339,ランクD
23,2017-01-24,6924,72,5,16263,ランクC
23,2017-04-01,3027,67,6,19290,ランクC
23,2017-05-12,5440,41,7,24730,ランクC
23,2017-08-25,4832,105,8,29562,ランクC
23,2017-09-12,7371,18,9,36933,ランクB
23,2017-11-17,8353,66,10,45286,ランクC
24,2016-07-20,6945,0,1,6945,ランクD
24,2016-07-30,1605,10,2,8550,ランクD
24,2016-08-24,6076,25,3,14626,ランクC
24,2016-11-02,1529,70,4,16155,ランクC
24,2017-06-03,9482,213,5,25637,ランクD
24,2017-06-24,6465,21,6,32102,ランクB
24,2017-07-22,7740,28,7,39842,ランクB
24,2017-09-22,5528,62,8,45370,ランクC
24,2017-10-26,7043,34,9,52413,ランクB
25,2016-10-01,9746,0,1,9746,ランクD
25,2016-10-11,5720,10,2,15466,ランクD
25,2016-10-30,4222,19,3,19688,ランクC
25,2016-11-08,5831,9,4,25519,ランクC
25,2017-03-04,2246,116,5,27765,ランクC
25,2017-03-31,7670,27,6,35435,ランクB
25,2017-06-27,9057,88,7,44492,ランクC
25,2017-07-12,7789,15,8,52281,ランクA
25,2017-07-26,562,14,9,52843,ランクA
25,2017-08-16,3284,21,10,56127,ランクA
25,2017-11-12,316,88,11,56443,ランクC
26,2016-09-24,9061,0,1,9061,ランクD
26,2017-02-06,2246,135,2,11307,ランクD
26,2017-03-07,1999,29,3,13306,ランクC
26,2017-05-16,2857,70,4,16163,ランクC
26,2017-05-25,2859,9,5,19022,ランクC
26,2017-06-05,1581,11,6,20603,ランクC
26,2017-07-01,7816,26,7,28419,ランクC
26,2017-07-14,1273,13,8,29692,ランクC
26,2017-08-06,5651,23,9,35343,ランクB
26,2017-08-15,2301,9,10,37644,ランクB
26,2017-09-20,1853,36,11,39497,ランクB
27,2016-07-19,8757,0,1,8757,ランクD
27,2016-09-03,1373,46,2,10130,ランクD
27,2016-09-13,5457,10,3,15587,ランクC
27,2016-12-27,4285,105,4,19872,ランクC
27,2016-12-30,3952,3,5,23824,ランクC
27,2017-02-18,271,50,6,24095,ランクC
27,2017-05-22,2898,93,7,26993,ランクC
27,2017-06-15,993,24,8,27986,ランクC
27,2017-07-21,227,36,9,32573,ランクB
27,2017-07-21,4360,0,10,32573,ランクB
27,2017-09-11,7033,52,11,39606,ランクB
27,2017-11-17,4921,67,12,44527,ランクC
28,2016-08-15,5753,0,1,5753,ランクD
28,2016-11-30,4481,107,2,10234,ランクD
28,2016-12-17,8787,17,3,19021,ランクC
28,2017-07-15,6053,210,4,25074,ランクD
28,2017-07-30,8169,15,5,33243,ランクB
28,2017-09-06,7047,38,6,40290,ランクB
28,2017-11-01,7108,56,7,47398,ランクB
29,2016-08-16,7718,0,1,7718,ランクD
29,2016-10-29,746,74,2,8464,ランクD
29,2016-11-05,1133,7,3,9597,ランクD
29,2017-01-18,1443,74,4,11040,ランクC
29,2017-03-04,9229,45,5,20269,ランクC
29,2017-04-01,303,28,6,20572,ランクC
29,2017-06-01,923,61,7,21495,ランクC
29,2017-06-15,5968,14,8,27463,ランクC
29,2017-06-26,3784,11,9,31247,ランクB
29,2017-07-02,433,6,10,31680,ランクB
29,2017-07-15,9955,13,11,41635,ランクB
29,2017-11-05,9547,113,12,51182,ランクC
29,2017-11-15,4724,10,13,55906,ランクA
29,2017-11-19,549,4,14,56455,ランクA
30,2016-08-13,6416,0,1,6416,ランクD
30,2016-09-15,7611,33,2,14027,ランクD
30,2016-10-02,9956,17,3,23983,ランクC
30,2016-10-09,4992,7,4,28975,ランクC
30,2016-11-30,6527,52,5,35502,ランクB
30,2016-12-18,1182,18,6,36684,ランクB
30,2016-12-24,3946,6,7,40630,ランクB
30,2017-02-25,1551,63,8,42181,ランクC
30,2017-03-05,2784,8,9,44965,ランクB
30,2017-05-28,3403,84,10,48368,ランクC
30,2017-06-03,5564,6,11,53932,ランクA
31,2016-07-30,8023,0,1,8023,ランクD
31,2016-10-27,93,89,2,8116,ランクD
31,2017-01-01,8764,66,3,16880,ランクC
31,2017-01-07,6778,6,4,23658,ランクC
31,2017-05-16,6875,129,5,30533,ランクD
31,2017-05-18,9305,2,6,39838,ランクB
31,2017-06-18,976,31,7,40814,ランクB
31,2017-10-17,8704,121,8,49518,ランクD
32,2016-07-20,74,0,1,74,ランクD
32,2016-08-04,9157,15,2,9231,ランクD
32,2016-10-03,8440,60,3,17671,ランクC
32,2016-10-28,9724,25,4,27395,ランクC
32,2016-11-22,1487,25,5,28882,ランクC
32,2016-12-24,9688,32,6,38570,ランクB
32,2017-01-18,9082,25,7,47652,ランクB
32,2017-02-04,8979,17,8,56631,ランクA
32,2017-03-22,6296,46,9,62927,ランクB
32,2017-03-28,3898,6,10,73851,ランクA
32,2017-03-28,7026,0,11,73851,ランクA
32,2017-05-08,1885,41,12,75736,ランクB
32,2017-05-28,3734,20,13,79470,ランクA
32,2017-07-27,8597,60,14,88067,ランクB
32,2017-09-22,8550,57,15,96617,ランクB
32,2017-11-03,6152,42,16,102769,ランクB
33,2016-09-12,2105,0,1,2105,ランクD
33,2016-09-16,4163,4,2,6268,ランクD
33,2016-10-21,847,35,3,7115,ランクD
33,2016-11-25,712,35,4,7827,ランクD
33,2016-12-12,18,17,5,7845,ランクD
33,2017-02-16,3350,66,6,11195,ランクC
33,2017-02-27,5387,11,7,16582,ランクC
33,2017-04-05,2271,37,8,18853,ランクC
33,2017-04-19,8054,14,9,26907,ランクC
33,2017-05-28,512,39,10,27419,ランクC
33,2017-07-09,2749,42,11,30168,ランクB
33,2017-10-01,8149,84,12,38317,ランクC
34,2016-08-02,981,0,1,981,ランクD
34,2016-08-14,9788,12,2,10769,ランクD
34,2016-08-17,7434,3,3,18203,ランクC
34,2016-09-06,2778,20,4,20981,ランクC
34,2016-10-06,6739,30,5,27720,ランクC
34,2016-10-14,3728,8,6,31448,ランクB
34,2016-10-19,3786,5,7,35234,ランクB
34,2016-11-24,1284,36,8,36518,ランクB
34,2016-11-30,9810,6,9,46328,ランクB
34,2017-07-07,510,219,10,46838,ランクD
34,2017-08-15,2529,39,11,49367,ランクB
34,2017-10-27,418,73,12,49785,ランクC
35,2016-08-23,429,0,1,429,ランクD
35,2016-12-01,3289,100,2,3718,ランクD
35,2016-12-25,641,24,3,4359,ランクD
35,2017-05-25,3563,151,4,7922,ランクD
35,2017-07-11,5554,47,5,13476,ランクC
35,2017-08-05,7771,25,6,21247,ランクC
35,2017-08-07,2790,2,7,24037,ランクC
35,2017-10-01,4152,55,8,28189,ランクC
35,2017-10-02,7888,1,9,36077,ランクB
36,2016-08-31,3928,0,1,3928,ランクD
36,2016-10-08,2939,38,2,6867,ランクD
36,2017-01-11,2332,95,3,9199,ランクD
36,2017-01-27,1384,16,4,10583,ランクC
36,2017-03-16,467,48,5,11050,ランクC
36,2017-05-13,422,58,6,11472,ランクC
36,2017-06-08,1046,26,7,12518,ランクC
36,2017-07-22,8097,44,8,20615,ランクC
37,2016-08-08,2817,0,1,2817,ランクD
37,2016-09-12,597,35,2,3414,ランクD
37,2016-09-16,7242,4,3,10656,ランクC
37,2016-10-01,3210,15,4,13866,ランクC
37,2016-10-27,1542,26,5,15408,ランクC
37,2017-01-06,5409,71,6,20817,ランクC
37,2017-02-08,8822,33,7,29639,ランクC
37,2017-06-05,8900,117,8,38539,ランクC
37,2017-08-09,5213,65,9,43752,ランクC
38,2016-11-01,9906,0,1,9906,ランクD
38,2016-11-26,8501,25,2,18407,ランクD
38,2016-12-08,3435,12,3,21842,ランクC
38,2016-12-21,2108,13,4,23950,ランクC
38,2017-01-02,691,12,5,24641,ランクC
38,2017-01-16,1231,14,6,25872,ランクC
38,2017-02-04,5190,19,7,31062,ランクB
38,2017-05-13,5240,98,8,36302,ランクC
38,2017-06-08,6765,26,9,43067,ランクB
38,2017-07-31,3469,53,10,46536,ランクB
38,2017-09-07,6611,38,11,53147,ランクB
38,2017-09-20,8633,13,12,61780,ランクA
38,2017-10-22,3913,32,13,65693,ランクB
39,2016-11-23,6850,0,1,6850,ランクD
39,2016-12-12,5643,19,2,12493,ランクD
39,2017-01-14,2189,33,3,14682,ランクC
39,2017-08-15,7145,213,4,21827,ランクD
39,2017-10-23,9054,69,5,30881,ランクC
40,2016-07-30,2664,0,1,2664,ランクD
40,2016-07-31,1,1,2,2665,ランクD
40,2016-08-20,5687,20,3,10267,ランクC
40,2016-08-20,1915,0,4,10267,ランクC
40,2016-09-18,3311,29,5,13578,ランクC
40,2016-10-06,2834,18,6,16412,ランクC
40,2016-11-13,7102,38,7,23514,ランクC
40,2017-01-03,3491,51,8,27005,ランクC
40,2017-02-11,9248,39,9,36253,ランクB
40,2017-02-14,4937,3,10,41190,ランクB
40,2017-04-15,49,60,11,41239,ランクB
40,2017-05-18,4913,33,12,46152,ランクB
40,2017-09-28,8848,133,13,55000,ランクD
40,2017-10-29,7532,31,14,62532,ランクB
41,2016-07-24,5575,0,1,5575,ランクD
41,2016-09-04,7019,42,2,12594,ランクD
41,2016-09-26,8210,22,3,20804,ランクC
41,2016-11-14,5851,49,4,26655,ランクC
41,2016-11-30,7898,16,5,34553,ランクB
41,2017-01-18,2344,49,6,36897,ランクB
41,2017-02-06,6769,19,7,43666,ランクB
41,2017-04-28,6193,81,8,49859,ランクC
41,2017-05-02,8509,4,9,58368,ランクA
41,2017-05-16,6863,14,10,65231,ランクA
41,2017-06-14,8672,29,11,73903,ランクA
41,2017-08-14,3898,61,12,77801,ランクC
41,2017-09-14,5372,31,13,83173,ランクB
41,2017-10-06,9223,22,14,92396,ランクA
42,2016-07-15,9058,0,1,9058,ランクD
42,2016-08-13,5335,29,2,14393,ランクD
42,2016-10-26,9502,74,3,23895,ランクC
42,2016-11-11,7855,16,4,31750,ランクC
42,2017-01-04,3126,54,5,34876,ランクB
42,2017-04-18,1706,104,6,36582,ランクC
42,2017-07-30,228,103,7,36810,ランクC
42,2017-08-05,1961,6,8,38771,ランクB
42,2017-10-08,5429,64,9,44200,ランクC
42,2017-10-30,1614,22,10,45814,ランクB
42,2017-11-15,781,16,11,46595,ランクB
43,2016-07-23,7830,0,1,7830,ランクD
43,2016-09-16,7822,55,2,15652,ランクD
43,2016-11-19,8853,64,3,24505,ランクC
43,2017-01-05,8077,47,4,32582,ランクC
43,2017-02-01,1714,27,5,34296,ランクB
43,2017-03-19,7644,46,6,47557,ランクB
43,2017-03-19,5617,0,7,47557,ランクB
43,2017-03-27,8328,8,8,55885,ランクA
43,2017-04-18,8711,22,9,64596,ランクA
43,2017-07-22,5086,95,10,69682,ランクC
43,2017-08-02,5922,11,11,75604,ランクA
43,2017-09-22,8555,51,12,84159,ランクB
44,2016-07-28,1282,0,1,1282,ランクD
44,2016-08-01,9818,4,2,11100,ランクD
44,2016-10-21,9728,81,3,20828,ランクC
44,2016-11-01,4337,11,4,25165,ランクC
44,2016-12-16,8836,45,5,34001,ランクB
44,2017-04-21,1165,126,6,35166,ランクD
44,2017-04-29,6855,8,7,42021,ランクB
44,2017-11-17,5648,202,8,47669,ランクD
45,2016-08-31,269,0,1,269,ランクD
45,2016-09-03,1275,3,2,1544,ランクD
45,2016-11-22,7390,80,3,8934,ランクD
45,2016-12-20,6306,28,4,15240,ランクC
45,2017-01-14,2560,25,5,17800,ランクC
45,2017-03-06,4195,51,6,21995,ランクC
45,2017-03-22,6249,16,7,28244,ランクC
45,2017-03-23,5856,1,8,34100,ランクB
45,2017-03-28,9807,5,9,43907,ランクB
45,2017-05-12,7578,45,10,51485,ランクB
45,2017-10-22,1117,163,11,52602,ランクD
46,2016-07-19,6613,0,1,6613,ランクD
46,2016-08-23,2449,35,2,9062,ランクD
46,2017-01-04,1627,134,3,10689,ランクD
46,2017-06-12,3562,159,4,14251,ランクD
46,2017-06-18,2177,6,5,16428,ランクC
46,2017-07-07,9169,19,6,25597,ランクC
46,2017-07-27,7964,20,7,33561,ランクB
46,2017-08-07,2477,11,8,36038,ランクB
46,2017-10-26,5947,80,9,41985,ランクC
46,2017-11-11,1942,16,10,43927,ランクB
47,2016-07-30,471,0,1,471,ランクD
47,2017-02-01,3951,186,2,4422,ランクD
47,2017-03-27,1377,54,3,5799,ランクD
47,2017-04-02,4945,6,4,10744,ランクC
47,2017-04-27,3418,25,5,14162,ランクC
47,2017-05-27,9118,30,6,23280,ランクC
47,2017-07-07,913,41,7,24193,ランクC
47,2017-07-10,7292,3,8,31485,ランクB
47,2017-08-14,5488,35,9,36973,ランクB
47,2017-09-08,1556,25,10,38529,ランクB
47,2017-09-09,7346,1,11,45875,ランクB
47,2017-10-30,1903,51,12,47778,ランクB
47,2017-11-17,903,18,13,48681,ランクB
48,2016-07-13,4553,0,1,4553,ランクD
48,2016-11-17,9284,127,2,13837,ランクD
48,2016-12-17,6582,30,3,20419,ランクC
48,2017-02-10,5017,55,4,25436,ランクC
48,2017-03-12,7567,30,5,33003,ランクB
48,2017-05-06,1932,55,6,34935,ランクB
48,2017-08-19,5379,105,7,40314,ランクC
48,2017-08-23,4786,4,8,45100,ランクB
48,2017-09-09,6472,17,9,51572,ランクA
48,2017-09-19,2837,10,10,54409,ランクA
48,2017-10-23,7045,34,11,61454,ランクB
49,2016-09-14,6445,0,1,6445,ランクD
49,2016-10-01,9652,17,2,16097,ランクD
49,2016-12-06,5562,66,3,21659,ランクC
49,2017-01-22,5488,47,4,27147,ランクC
49,2017-02-05,6692,14,5,33839,ランクB
49,2017-03-28,6365,51,6,40204,ランクB
49,2017-04-16,7219,19,7,47423,ランクB
49,2017-04-27,2931,11,8,50354,ランクA
50,2016-07-17,5699,0,1,5699,ランクD
50,2016-08-25,738,39,2,6437,ランクD
50,2016-09-15,43,21,3,6480,ランクD
50,2016-12-13,9270,89,4,15750,ランクC
50,2016-12-16,1876,3,5,17626,ランクC
50,2016-12-17,1103,1,6,18729,ランクC
50,2017-01-21,6976,35,7,25705,ランクC
50,2017-02-06,8737,16,8,34442,ランクB
50,2017-03-12,3719,34,9,38161,ランクB
50,2017-03-26,5233,14,10,43394,ランクB
50,2017-04-07,4156,12,11,47550,ランクB
50,2017-06-13,7173,67,12,54723,ランクC
50,2017-06-26,2788,13,13,57511,ランクA
50,2017-07-04,2326,8,14,59837,ランクA
50,2017-09-11,2179,69,15,62016,ランクC
50,2017-09-27,6233,16,16,68249,ランクA
50,2017-10-16,5295,19,17,73544,ランクA
51,2016-10-27,5586,0,1,5586,ランクD
51,2016-12-07,5256,41,2,10842,ランクD
51,2017-02-22,5566,77,3,16408,ランクC
51,2017-03-16,9863,22,4,26271,ランクC
51,2017-05-07,2474,52,5,28745,ランクC
51,2017-06-05,2783,29,6,31528,ランクB
51,2017-08-16,1967,72,7,33495,ランクC
51,2017-09-11,8125,26,8,41620,ランクB
51,2017-09-23,7998,12,9,49618,ランクB
52,2016-08-28,5547,0,1,5547,ランクD
52,2016-09-19,5821,22,2,11368,ランクD
52,2016-09-21,7154,2,3,18522,ランクC
52,2016-12-24,5985,94,4,24507,ランクC
52,2017-04-03,701,100,5,25208,ランクC
52,2017-05-29,2347,56,6,27555,ランクC
52,2017-06-09,9602,11,7,37157,ランクB
52,2017-09-26,9215,109,8,46372,ランクC
52,2017-11-13,8430,48,9,54802,ランクB
53,2016-09-08,9431,0,1,9431,ランクD
53,2016-09-11,7543,3,2,16974,ランクD
53,2017-09-02,1068,356,3,18042,ランクD
53,2017-10-07,3874,35,4,21916,ランクC
54,2016-07-30,4280,0,1,4280,ランクD
54,2016-11-08,7082,101,2,11362,ランクD
